wave,lnwage,sex,expf,expfsq,expp,exppsq,edyrs,colldeg,advdeg,msa,region,racehisp,union,govt,ind,occ,mgrocc,profocc,maleprofaer,wght
1981,2.811271905899048,male,6,36,1,1,12,0,0,0,midwest,whitenh,0,0,nondurables,admin,0,0,0,28
2011,2.958918333053589,male,4,16,3,9,16,0,0,1,northeast,hisp,1,1,professional,healthcare,0,1,1,30.375999450683594
2011,2.9194703102111816,male,8,64,0,0,13,0,0,0,midwest,whitenh,0,1,transport,construct,0,0,0,13.645999908447266
1999,3.1261050701141357,male,28,784,2,4,12,0,0,0,midwest,whitenh,1,0,nondurables,production,0,0,0,20.051000595092773
2009,3.9471426010131836,male,22,484,4,16,16,1,0,1,west,whitenh,0,0,durables,financial,1,0,0,26.95599937438965
1990,2.93401837348938,male,36,1296,0,0,13,0,0,1,south,whitenh,0,1,admin,transport,0,0,0,39.3380012512207
1981,3.206441879272461,male,9,81,1,1,12,0,0,0,south,whitenh,0,0,miningconstruction,architect,0,1,1,12
2007,3.076348066329956,male,38,1444,1,1,12,0,0,0,south,blacknh,0,0,miningconstruction,construct,0,0,0,2.924999952316284
2007,3.3591630458831787,male,39,1521,1,1,14,0,0,0,west,othernh,1,1,admin,financial,1,0,0,30.128000259399414
1999,2.9324233531951904,male,23,529,1,1,12,0,0,1,midwest,whitenh,1,0,transport,admin,0,0,0,26.358999252319336
1990,3.2376747131347656,male,26,676,0,0,13,0,0,0,midwest,whitenh,0,0,utilities,architect,0,1,1,19.66900062561035
2009,3.246821165084839,male,8,64,0,0,14,0,0,1,west,whitenh,0,0,miningconstruction,admin,0,0,0,14.755999565124512
1981,3.264202833175659,male,16,256,3,9,13,0,0,0,midwest,whitenh,0,0,retail,construct,0,0,0,31
1990,2.154130697250366,male,20,400,2,4,12,0,0,1,northeast,whitenh,0,0,finance,building,0,0,0,17.118000030517578
2007,2.915417432785034,male,25,625,0,0,12,0,0,0,south,blacknh,0,0,durables,transport,0,0,0,20.003999710083008
1999,2.7173120975494385,male,1,1,0,0,12,0,0,1,south,blacknh,0,0,durables,production,0,0,0,1.1269999742507935
1999,2.774266481399536,male,24,576,0,0,12,0,0,0,west,whitenh,0,1,admin,construct,0,0,0,25.025999069213867
1999,3.0578155517578125,male,3,9,12,144,12,0,0,1,south,blacknh,0,0,nondurables,production,0,0,0,0.6100000143051147
1990,2.8328051567077637,male,18,324,0,0,12,0,0,0,midwest,whitenh,0,0,retail,construct,0,0,0,16.274999618530273
1999,3.775102376937866,male,22,484,2,4,15,0,0,0,south,whitenh,0,0,transport,managerial,1,0,0,28.461000442504883
2009,3.820167303085327,male,22,484,3,9,17,1,0,1,west,whitenh,0,0,miningconstruction,managerial,1,0,0,25.22599983215332
2007,2.6891071796417236,male,21,441,1,1,11,0,0,0,south,blacknh,0,0,transport,transport,0,0,0,4.748000144958496
2007,2.8039331436157227,male,8,64,5,25,17,1,0,1,south,blacknh,0,1,medical,socialworker,0,1,1,23.83300018310547
1999,2.68272066116333,male,25,625,0,0,12,0,0,1,south,blacknh,0,0,transport,building,0,0,0,1.2319999933242798
1999,3.019794225692749,male,24,576,0,0,12,0,0,1,midwest,whitenh,0,0,wholesale,managerial,1,0,0,23.614999771118164
1981,2.6079061031341553,male,6,36,3,9,14,0,0,1,west,whitenh,0,0,durables,admin,0,0,0,32
1999,3.6884353160858154,male,30,900,2,4,16,1,0,0,northeast,whitenh,0,0,communications,managerial,1,0,0,35.14099884033203
2009,3.2010858058929443,male,9,81,0,0,16,1,0,1,south,whitenh,0,0,miningconstruction,architect,0,1,1,9.880000114440918
1981,4.452530860900879,male,35,1225,2,4,18,0,1,1,northeast,whitenh,0,0,durables,managerial,1,0,0,36
1981,2.8028006553649902,male,10,100,0,0,10,0,0,1,west,whitenh,0,0,retail,sales,0,0,0,14
1981,2.8736722469329834,male,8,64,4,16,18,0,1,1,south,whitenh,0,0,medical,socialworker,0,1,1,24
1981,3.2094860076904297,male,30,900,5,25,6,0,0,0,south,blacknh,0,1,transport,transport,0,0,0,3
1990,3.492873430252075,male,21,441,7,49,16,0,0,1,south,whitenh,1,0,retail,healthcare,0,1,1,18.16699981689453
2009,2.307310104370117,male,13,169,1,1,14,0,0,1,south,blacknh,0,0,transport,transport,0,0,0,2.3910000324249268
2011,1.5556387901306152,male,4,16,0,0,12,0,0,0,south,blacknh,0,0,professional,building,0,0,0,1.5069999694824219
2011,2.584569215774536,male,14,196,0,0,12,0,0,1,south,blacknh,0,0,hospitality,foodcare,0,0,0,0.7870000004768372
1981,3.484208822250366,male,34,1156,0,0,16,1,0,1,northeast,whitenh,0,0,finance,sales,0,0,0,36
2011,3.185441017150879,male,9,81,1,1,12,0,0,0,south,whitenh,0,0,nondurables,transport,0,0,0,7.85099983215332
1981,2.6609201431274414,male,34,1156,10,100,4,0,0,0,south,blacknh,0,1,miningconstruction,construct,0,0,0,3
1981,2.87812876701355,male,6,36,1,1,10,0,0,1,south,whitenh,1,0,nondurables,transport,0,0,0,12
2011,3.10109281539917,male,22,484,3,9,12,0,0,1,northeast,blacknh,1,1,medical,building,0,0,0,32.9630012512207
1999,3.2665650844573975,male,23,529,0,0,12,0,0,0,west,othernh,0,0,professional,transport,0,0,0,167.6790008544922
2009,3.200748920440674,male,9,81,1,1,13,0,0,1,midwest,whitenh,0,0,communications,tech,0,1,1,16.770999908447266
2011,2.4513885974884033,male,5,25,1,1,12,0,0,1,south,blacknh,0,1,wholesale,transport,0,0,0,4.923999786376953
1999,2.8794310092926025,male,2,4,5,25,17,1,0,1,south,whitenh,0,1,retail,sales,0,0,0,26.8799991607666
2011,3.357009172439575,male,29,841,2,4,12,0,0,1,west,hisp,0,0,retail,construct,0,0,0,19.392000198364258
1981,2.7399179935455322,male,9,81,3,9,18,0,1,0,midwest,whitenh,0,1,education,postsecondaryeduc,0,1,1,15
1990,4.016457557678223,male,28,784,0,0,18,0,1,1,south,whitenh,0,0,utilities,lawyer,0,1,1,15.569000244140625
1990,2.773313522338867,male,17,289,0,0,11,0,0,0,south,blacknh,0,0,durables,transport,0,0,0,3.316999912261963
1981,2.6254265308380127,male,9,81,0,0,13,0,0,1,south,whitenh,0,0,utilities,production,0,0,0,13
1981,3.4910380840301514,male,10,100,2,4,14,0,0,1,south,blacknh,0,0,finance,production,0,0,0,10
2011,2.628007411956787,male,8,64,0,0,13,0,0,0,midwest,whitenh,0,0,nondurables,production,0,0,0,17.340999603271484
1981,2.586085796356201,male,9,81,2,4,11,0,0,1,south,blacknh,0,0,nondurables,production,0,0,0,2
2007,2.171992540359497,male,22,484,8,64,12,0,0,1,midwest,blacknh,1,0,enterntainment,building,0,0,0,1.7899999618530273
1981,2.852811098098755,male,8,64,1,1,8,0,0,0,south,blacknh,0,0,nondurables,production,0,0,0,2
1999,2.750704288482666,male,30,900,0,0,12,0,0,0,south,blacknh,1,0,nondurables,production,0,0,0,4.074999809265137
1999,2.705477714538574,male,7,49,0,0,17,0,0,1,west,hisp,1,1,education,security,0,0,0,41.49399948120117
2007,2.919908046722412,male,15,225,0,0,16,1,0,1,south,blacknh,1,0,durables,admin,0,0,0,0.5139999985694885
1999,3.4772679805755615,male,7,49,5,25,16,1,0,1,south,whitenh,0,0,nondurables,architect,0,1,1,30.36400032043457
1999,4.171665191650391,male,5,25,5,25,18,0,1,1,northeast,whitenh,0,0,communications,sales,0,0,0,66.22200012207031
2007,3.644331932067871,male,29,841,0,0,12,0,0,0,south,blacknh,0,0,nondurables,production,0,0,0,4.604000091552734
1990,3.355691909790039,male,18,324,0,0,12,0,0,1,northeast,whitenh,0,0,hospitality,construct,0,0,0,19.674999237060547
2009,2.022251844406128,male,25,625,8,64,16,0,0,1,south,blacknh,1,0,durables,construct,0,0,0,2.4619998931884766
1990,2.8584673404693604,male,23,529,0,0,13,0,0,0,west,whitenh,0,0,finance,sales,0,0,0,19.67799949645996
1981,2.8529672622680664,male,7,49,1,1,14,0,0,1,northeast,whitenh,0,0,durables,production,0,0,0,24
2011,2.70805025100708,male,8,64,3,9,12,0,0,0,midwest,whitenh,0,0,durables,production,0,0,0,10.704999923706055
1990,1.522574782371521,male,25,625,7,49,18,0,1,0,northeast,whitenh,0,0,enterntainment,socialworker,0,1,1,38.26499938964844
2011,4.393860816955566,male,31,961,5,25,16,1,0,0,northeast,whitenh,0,0,finance,managerial,1,0,0,31.61199951171875
2007,2.843970537185669,male,14,196,0,0,12,0,0,0,midwest,whitenh,0,0,miningconstruction,foodcare,0,0,0,8.718000411987305
2007,3.155909776687622,male,8,64,0,0,12,0,0,1,west,whitenh,1,0,enterntainment,transport,0,0,0,4.046000003814697
1981,3.5592033863067627,male,31,961,0,0,12,0,0,1,west,whitenh,0,0,transport,managerial,1,0,0,16
2007,3.2406508922576904,male,14,196,0,0,15,0,0,1,northeast,whitenh,0,1,admin,security,0,0,0,32.19200134277344
2007,3.852499485015869,male,33,1089,0,0,12,0,0,1,northeast,whitenh,1,0,durables,production,0,0,0,28.631000518798828
2011,3.051821708679199,male,32,1024,5,25,17,1,0,0,west,whitenh,1,1,education,legaleduc,0,1,0,26.624000549316406
2011,2.930467367172241,male,9,81,0,0,12,0,0,1,midwest,whitenh,0,0,professional,tech,0,1,1,20.035999298095703
1990,3.183116912841797,male,8,64,4,16,12,0,0,0,south,whitenh,0,0,hospitality,managerial,1,0,0,18.266000747680664
1999,4.124997615814209,male,37,1369,1,1,16,1,0,1,midwest,whitenh,0,0,retail,tech,0,1,1,22.583999633789062
1990,2.4636523723602295,male,17,289,1,1,14,0,0,1,west,whitenh,1,0,medical,admin,0,0,0,21.514999389648438
1999,3.2290847301483154,male,15,225,4,16,15,0,0,1,west,blacknh,0,0,medical,healthcare,0,1,1,6.566999912261963
1990,3.5755887031555176,male,8,64,3,9,18,0,1,0,northeast,whitenh,0,0,communications,managerial,1,0,0,21.902000427246094
1981,3.4024765491485596,male,31,961,0,0,12,0,0,0,midwest,whitenh,1,0,durables,production,0,0,0,15
1990,2.7486820220947266,male,7,49,1,1,10,0,0,0,south,blacknh,1,0,transport,transport,0,0,0,4.73799991607666
2011,3.4750096797943115,male,25,625,0,0,12,0,0,0,northeast,whitenh,1,1,admin,construct,0,0,0,25.378999710083008
1981,2.693344831466675,male,2,4,2,4,12,0,0,1,south,blacknh,0,0,durables,production,0,0,0,2
2009,2.8697993755340576,male,11,121,9,81,18,0,1,0,midwest,whitenh,0,0,enterntainment,socialworker,0,1,1,23.66200065612793
2007,3.3866047859191895,male,4,16,5,25,17,1,0,0,south,whitenh,0,1,miningconstruction,architect,0,1,1,15.295999526977539
1981,2.1088521480560303,male,16,256,1,1,6,0,0,0,south,blacknh,0,0,nondurables,production,0,0,0,2
1999,2.13749361038208,male,11,121,0,0,12,0,0,0,south,whitenh,0,0,miningconstruction,production,0,0,0,36.67599868774414
2007,4.406981468200684,male,20,400,0,0,18,0,1,1,west,othernh,0,0,durables,managerial,1,0,0,27.430999755859375
2009,3.9923362731933594,male,24,576,13,169,14,0,0,1,south,whitenh,0,0,nondurables,architect,0,1,1,26.523000717163086
1990,2.584224224090576,male,16,256,1,1,14,0,0,0,midwest,blacknh,1,1,admin,managerial,1,0,0,1.4889999628067017
2009,3.1686925888061523,male,7,49,0,0,14,0,0,1,west,whitenh,0,1,miningconstruction,construct,0,0,0,17.14900016784668
1999,2.7914202213287354,male,5,25,1,1,16,1,0,1,south,whitenh,0,0,transport,financial,1,0,0,27.79599952697754
2007,3.593930244445801,male,11,121,1,1,14,0,0,0,south,whitenh,1,0,communications,construct,0,0,0,25.628000259399414
1990,3.9360435009002686,male,26,676,3,9,18,0,1,1,south,whitenh,0,0,durables,architect,0,1,1,18.882999420166016
1990,3.17511248588562,male,22,484,0,0,14,0,0,0,south,blacknh,0,0,nondurables,production,0,0,0,3.7690000534057617
1990,2.59466814994812,male,19,361,0,0,12,0,0,0,midwest,whitenh,0,0,durables,production,0,0,0,18.266000747680664
1981,3.1086525917053223,male,12,144,0,0,12,0,0,1,south,blacknh,1,0,durables,production,0,0,0,3
1990,3.1195485591888428,male,18,324,4,16,14,0,0,0,northeast,whitenh,0,0,durables,production,0,0,0,17.868999481201172
2007,2.9781901836395264,male,10,100,1,1,14,0,0,1,west,whitenh,0,0,professional,construct,0,0,0,16.08099937438965
1999,3.2033162117004395,male,33,1089,0,0,14,0,0,0,west,whitenh,0,0,durables,managerial,1,0,0,63.91899871826172
2007,3.196368932723999,male,17,289,6,36,15,0,0,1,west,blacknh,1,1,medical,healthcare,0,1,1,7.831999778747559
2007,3.114088296890259,male,28,784,1,1,14,0,0,1,northeast,whitenh,1,0,transport,transport,0,0,0,45.5
2011,1.9990296363830566,male,6,36,2,4,15,0,0,0,midwest,blacknh,0,0,enterntainment,foodcare,0,0,0,16.73900032043457
1981,2.394437313079834,male,7,49,6,36,16,1,0,0,south,blacknh,1,1,utilities,construct,0,0,0,2
1990,3.173778772354126,male,28,784,0,0,12,0,0,1,south,whitenh,1,0,durables,production,0,0,0,41.53300094604492
2009,2.4200234413146973,male,8.759513854980469,76.72908297559479,3.2404861450195312,10.500750456063543,12,0,0,0,south,blacknh,1,0,nondurables,construct,0,0,0,4.340000152587891
1999,2.5876588821411133,male,4,16,5,25,12,0,0,1,west,whitenh,0,0,durables,production,0,0,0,24.645000457763672
1981,2.315769672393799,male,21,441,0,0,12,0,0,0,south,blacknh,0,0,miningconstruction,construct,0,0,0,5
2009,3.0580270290374756,male,26,676,3,9,14,0,0,1,south,hisp,0,1,admin,security,0,0,0,26.058000564575195
1981,3.129138708114624,male,20,400,0,0,10,0,0,1,south,whitenh,1,0,transport,production,0,0,0,30
2007,2.804328441619873,male,10,100,0,0,15,0,0,1,south,blacknh,0,0,medical,healthsupport,0,0,0,0.6380000114440918
1981,2.74826717376709,male,3,9,5,25,17,1,0,1,northeast,whitenh,0,0,professional,architect,0,1,1,14
2007,2.0469584465026855,male,25,625,0,0,12,0,0,1,northeast,blacknh,0,1,enterntainment,building,0,0,0,17.32699966430664
2009,3.3827807903289795,male,9,81,0,0,12,0,0,1,west,whitenh,1,0,enterntainment,transport,0,0,0,4.623000144958496
1981,3.1837692260742188,male,7,49,1,1,12,0,0,1,northeast,blacknh,1,0,durables,transport,0,0,0,9
1981,2.9173495769500732,male,12,144,3,9,17,1,0,1,south,whitenh,0,0,education,legaleduc,0,1,0,20
2007,3.046494960784912,male,18,324,0,0,12,0,0,1,south,whitenh,0,0,durables,admin,0,0,0,1.1430000066757202
1999,3.288614511489868,male,23,529,9,81,13,0,0,0,west,whitenh,0,1,miningconstruction,transport,0,0,0,14.02400016784668
1990,3.066948890686035,male,12,144,0,0,12,0,0,1,midwest,whitenh,0,0,miningconstruction,construct,0,0,0,17.076000213623047
2007,2.605668544769287,male,7,49,0,0,12,0,0,0,south,whitenh,0,0,miningconstruction,production,0,0,0,29.900999069213867
1999,2.779832601547241,male,6,36,5,25,17,1,0,0,west,whitenh,0,1,education,legaleduc,0,1,0,28.815000534057617
1990,2.378516674041748,male,18,324,0,0,17,1,0,0,south,whitenh,0,1,education,legaleduc,0,1,0,21.864999771118164
1990,3.1342999935150146,male,15,225,0,0,12,0,0,0,south,whitenh,0,0,miningconstruction,managerial,1,0,0,14.47700023651123
1981,3.348748207092285,male,8,64,1,1,12,0,0,1,south,whitenh,1,0,durables,production,0,0,0,14
1990,2.9690449237823486,male,12,144,0,0,11,0,0,0,south,whitenh,0,0,hospitality,managerial,1,0,0,13.50100040435791
1999,3.1870272159576416,male,13,169,6,36,18,0,1,1,south,whitenh,0,0,finance,admin,0,0,0,25.54599952697754
1981,2.6399683952331543,male,5,25,3,9,15,0,0,1,south,blacknh,0,1,medical,building,0,0,0,1
2007,3.721151113510132,male,10,100,6,36,18,0,1,1,northeast,whitenh,1,1,education,legaleduc,0,1,0,36.654998779296875
2009,2.849388360977173,male,23,529,0,0,12,0,0,1,northeast,whitenh,0,0,nondurables,production,0,0,0,15.654999732971191
2009,3.392336845397949,male,25,625,0,0,12,0,0,0,midwest,whitenh,0,0,nondurables,managerial,1,0,0,23.070999145507812
2011,3.622990608215332,male,42,1764,0,0,12,0,0,0,midwest,hisp,0,0,nondurables,architect,0,1,1,38.41600036621094
1999,2.5037381649017334,male,22,484,0,0,11,0,0,0,south,whitenh,0,0,nondurables,production,0,0,0,21.968000411987305
1999,2.752403497695923,male,36,1296,0,0,16,1,0,1,south,whitenh,0,0,finance,sales,0,0,0,53.45899963378906
1981,2.436535120010376,male,13,169,0,0,13,0,0,1,northeast,blacknh,1,1,retail,sales,0,0,0,12
1999,3.3118784427642822,male,28,784,1,1,13,0,0,0,northeast,whitenh,1,0,miningconstruction,construct,0,0,0,16.138999938964844
1981,1.779516577720642,male,8,64,2,4,14,0,0,1,northeast,whitenh,0,0,miningconstruction,production,0,0,0,13
2011,2.6231870651245117,male,9,81,6,36,16,1,0,0,midwest,whitenh,0,0,retail,production,0,0,0,28.183000564575195
1999,2.78981876373291,male,32,1024,3,9,12,0,0,1,northeast,whitenh,0,0,durables,admin,0,0,0,46.18000030517578
2011,3.6129772663116455,male,13,169,0,0,17,0,0,1,west,whitenh,1,1,admin,security,0,0,0,15.579999923706055
1981,2.398798942565918,male,5,25,1,1,12,0,0,0,south,blacknh,0,0,nondurables,transport,0,0,0,5
2009,2.4598255157470703,male,31,961,0,0,10,0,0,1,northeast,whitenh,0,0,medical,construct,0,0,0,12.467000007629395
1990,3.140989065170288,male,13,169,1,1,12,0,0,1,south,whitenh,0,0,enterntainment,construct,0,0,0,17.076000213623047
2011,2.562096357345581,male,14.972940444946289,224.18894556790838,1.027059555053711,1.0548513296271267,16,1,0,0,midwest,whitenh,1,0,durables,production,0,0,0,15.59000015258789
2007,2.5074985027313232,male,23,529,0,0,12,0,0,1,south,blacknh,0,0,retail,construct,0,0,0,1.5160000324249268
1981,3.37556529045105,male,16,256,0,0,17,1,0,1,south,whitenh,0,0,wholesale,sales,0,0,0,12
1990,3.349533796310425,male,23,529,0,0,14,0,0,1,south,blacknh,1,1,transport,admin,0,0,0,2.6530001163482666
2009,3.031709671020508,male,12,144,4,16,17,1,0,0,south,whitenh,0,1,education,artist,0,1,1,2.0820000171661377
2007,4.142218589782715,male,2,4,0,0,16,0,0,1,south,whitenh,1,0,enterntainment,artist,0,1,1,27.4060001373291
1981,2.9218039512634277,male,17,289,0,0,12,0,0,1,northeast,whitenh,1,0,enterntainment,construct,0,0,0,30
2009,2.8910610675811768,male,32.875885009765625,1080.8238151753321,4.124114990234375,17.00832445267588,15,0,0,0,south,whitenh,0,0,enterntainment,admin,0,0,0,32.242000579833984
1990,3.4022843837738037,male,19,361,0,0,15,0,0,0,south,whitenh,0,0,miningconstruction,production,0,0,0,18.22100067138672
1990,3.0261151790618896,male,25,625,0,0,14,0,0,1,northeast,blacknh,0,0,nondurables,admin,0,0,0,48.191001892089844
2009,2.8779757022857666,male,18.396116256713867,338.4170933305322,17.603883743286133,309.8967228471338,12,0,0,1,midwest,blacknh,0,0,durables,business,1,0,0,2.8369998931884766
1990,2.8984274864196777,male,10,100,6,36,12,0,0,0,west,hisp,0,0,transport,transport,0,0,0,27.594999313354492
2007,3.0583293437957764,male,38,1444,0,0,16,1,0,0,midwest,whitenh,0,1,admin,managerial,1,0,0,29.006999969482422
2011,3.9330763816833496,male,6,36,4,16,16,1,0,1,west,whitenh,0,0,retail,managerial,1,0,0,18.163999557495117
2007,3.4717626571655273,male,3,9,5,25,17,1,0,0,midwest,blacknh,0,0,communications,managerial,1,0,0,0.44200000166893005
2009,2.8981783390045166,male,24,576,4,16,13,0,0,1,south,blacknh,0,0,professional,security,0,0,0,6.236000061035156
1981,3.0451111793518066,male,11,121,0,0,13,0,0,1,midwest,blacknh,1,0,durables,construct,0,0,0,10
1990,2.052129030227661,male,43,1849,0,0,3,0,0,1,south,blacknh,0,1,education,building,0,0,0,1.555999994277954
1981,2.6790611743927,male,22,484,0,0,9,0,0,1,south,blacknh,0,0,durables,construct,0,0,0,6
1981,3.630143880844116,male,18,324,0,0,18,0,1,1,west,whitenh,0,0,education,postsecondaryeduc,0,1,1,32
2007,2.2465176582336426,male,21,441,0,0,15,0,0,0,west,blacknh,0,0,nondurables,admin,0,0,0,5.992000102996826
1981,2.4057085514068604,male,10,100,0,0,12,0,0,0,south,whitenh,0,1,miningconstruction,construct,0,0,0,12
2007,2.9242498874664307,male,19,361,0,0,16,1,0,0,south,blacknh,1,0,retail,sales,0,0,0,2.2190001010894775
2011,3.3179666996002197,male,7,49,7,49,16,1,0,1,midwest,whitenh,0,0,finance,tech,0,1,1,13.531000137329102
2009,4.747358798980713,male,24,576,4,16,18,0,1,1,northeast,whitenh,0,0,finance,financial,1,0,0,23.08099937438965
2007,3.5702972412109375,male,25,625,2,4,16,1,0,1,midwest,blacknh,0,1,enterntainment,managerial,1,0,0,7.817999839782715
2011,2.6757214069366455,male,17,289,5,25,15,0,0,1,northeast,whitenh,0,0,wholesale,transport,0,0,0,11.807999610900879
1999,2.9553444385528564,male,25,625,0,0,12,0,0,0,south,blacknh,0,0,transport,transport,0,0,0,2.6500000953674316
2009,3.359813690185547,male,32,1024,1,1,13,0,0,1,midwest,whitenh,0,0,medical,healthcare,0,1,1,47.777000427246094
1981,3.3251030445098877,male,10,100,0,0,16,1,0,1,west,whitenh,1,0,transport,construct,0,0,0,42
2011,2.88509202003479,male,35,1225,1,1,12,0,0,0,northeast,whitenh,0,0,retail,construct,0,0,0,26.509000778198242
2009,2.776817560195923,male,1,1,19,361,16,1,0,1,west,whitenh,0,1,enterntainment,business,1,0,0,13.486000061035156
1981,4.048844337463379,male,6,36,4,16,16,1,0,1,south,whitenh,0,0,miningconstruction,scientist,0,1,1,30
1999,3.960381269454956,male,24,576,4,16,18,0,1,1,west,whitenh,1,1,transport,managerial,1,0,0,22.42099952697754
1999,2.914522171020508,male,27,729,2,4,14,0,0,0,south,whitenh,0,1,education,managerial,1,0,0,20.9689998626709
1981,2.581876754760742,male,30,900,0,0,9,0,0,0,south,blacknh,0,0,durables,admin,0,0,0,5
1999,3.8197929859161377,male,24,576,0,0,18,0,1,1,midwest,whitenh,0,0,retail,healthcare,0,1,1,8.515000343322754
2011,3.018205165863037,male,24,576,1,1,12,0,0,0,midwest,whitenh,0,0,retail,sales,0,0,0,28.829999923706055
1990,3.542964458465576,male,23,529,4,16,18,0,1,0,west,blacknh,0,1,education,managerial,1,0,0,4.3429999351501465
1981,3.3014235496520996,male,13,169,2,4,16,1,0,0,midwest,whitenh,0,0,professional,managerial,1,0,0,36
1990,2.3294992446899414,male,12,144,0,0,12,0,0,0,south,whitenh,0,1,education,building,0,0,0,13.50100040435791
1999,2.825321674346924,male,18,324,4,16,12,0,0,1,northeast,whitenh,0,0,miningconstruction,transport,0,0,0,26.308000564575195
1981,3.4850549697875977,male,28,784,0,0,14,0,0,1,midwest,whitenh,0,0,communications,architect,0,1,1,16
